20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000
20.000000 20.013371 20.026727 20.040052 20.053331 20.066550 20.079693 20.092745 20.105692 20.118520 20.131214 20.143761 20.156147 20.168359 20.180384 20.192210 20.203825 20.215217 20.226374 20.237287 20.247944 20.258337 20.268454 20.278288 20.287830 20.297071 20.306004 20.314622 20.322918 20.330885 20.338517 20.345809 20.352755 20.359351 20.365593 20.371475 20.376994 20.382146 20.386929 20.391340 20.395375 20.399033 20.402311 20.405208 20.407721 20.409850 20.411594 20.412951 20.413921 20.414504 20.414698 20.414504 20.413922 20.412952 20.411595 20.409852 20.407723 20.405210 20.402313 20.399036 20.395378 20.391343 20.386933 20.382150 20.376998 20.371479 20.365597 20.359356 20.352761 20.345814 20.338523 20.330890 20.322924 20.314628 20.306010 20.297077 20.287836 20.278294 20.268460 20.258343 20.247950 20.237293 20.226380 20.215222 20.203830 20.192216 20.180390 20.168364 20.156152 20.143766 20.131219 20.118524 20.105696 20.092748 20.079696 20.066552 20.053333 20.040053 20.026728 20.013372 20.000000
20.000000 20.026752 20.053473 20.080133 20.106702 20.133149 20.159444 20.185558 20.211461 20.237126 20.262523 20.287626 20.312406 20.336838 20.360896 20.384556 20.407793 20.430584 20.452906 20.474738 20.496059 20.516850 20.537091 20.556764 20.575853 20.594340 20.612211 20.629451 20.646047 20.661984 20.677252 20.691840 20.705736 20.718931 20.731415 20.743182 20.754222 20.764529 20.774097 20.782920 20.790992 20.798309 20.804866 20.810661 20.815689 20.819948 20.823436 20.826151 20.828091 20.829256 20.829644 20.829257 20.828093 20.826153 20.823439 20.819951 20.815693 20.810665 20.804872 20.798315 20.790998 20.782927 20.774105 20.764537 20.754231 20.743191 20.731425 20.718940 20.705746 20.691850 20.677263 20.661995 20.646058 20.629463 20.612223 20.594352 20.575865 20.556776 20.537103 20.516862 20.496071 20.474749 20.452917 20.430595 20.407804 20.384567 20.360907 20.336848 20.312415 20.287634 20.262532 20.237134 20.211469 20.185564 20.159449 20.133153 20.106706 20.080136 20.053475 20.026753 20.000000
20.000000 20.040152 20.080259 20.120273 20.160150 20.199844 20.239311 20.278505 20.317384 20.355903 20.394021 20.431696 20.468888 20.505557 20.541664 20.577173 20.612047 20.646251 20.679751 20.712516 20.744514 20.775715 20.806091 20.835615 20.864260 20.892004 20.918822 20.944693 20.969597 20.993513 21.016424 21.038313 21.059165 21.078965 21.097699 21.115354 21.131921 21.147387 21.161743 21.174981 21.187093 21.198072 21.207911 21.216605 21.224150 21.230540 21.235774 21.239847 21.242758 21.244506 21.245089 21.244507 21.242760 21.239850 21.235778 21.230545 21.224155 21.216612 21.207919 21.198080 21.187103 21.174992 21.161754 21.147399 21.131933 21.115368 21.097713 21.078979 21.059180 21.038329 21.016440 20.993530 20.969614 20.944711 20.918840 20.892022 20.864278 20.835632 20.806109 20.775733 20.744531 20.712533 20.679768 20.646267 20.612063 20.577189 20.541679 20.505571 20.468902 20.431710 20.394034 20.355915 20.317394 20.278515 20.239319 20.199851 20.160156 20.120278 20.080262 20.040154 20.000000
20.000000 20.053582 20.107103 20.160501 20.213716 20.266686 20.319352 20.371655 20.423536 20.474937 20.525803 20.576077 20.625705 20.674635 20.722815 20.770196 20.816729 20.862368 20.907068 20.950785 20.993479 21.035108 21.075637 21.115028 21.153246 21.190261 21.226040 21.260555 21.293779 21.325685 21.356251 21.385452 21.413269 21.439682 21.464673 21.488225 21.510324 21.530955 21.550105 21.567764 21.583920 21.598565 21.611689 21.623286 21.633349 21.641874 21.648854 21.654288 21.658171 21.660502 21.661279 21.660503 21.658173 21.654292 21.648860 21.641880 21.633357 21.623295 21.611699 21.598576 21.583933 21.567778 21.550120 21.530971 21.510341 21.488243 21.464691 21.439701 21.413289 21.385473 21.356272 21.325708 21.293802 21.260578 21.226064 21.190285 21.153270 21.115051 21.075661 21.035132 20.993502 20.950809 20.907091 20.862391 20.816751 20.770217 20.722836 20.674655 20.625724 20.576094 20.525819 20.474953 20.423550 20.371668 20.319363 20.266695 20.213723 20.160507 20.107107 20.053584 20.000000
20.000000 20.067051 20.134026 20.200847 20.267438 20.333723 20.399627 20.465075 20.529996 20.594315 20.657963 20.720871 20.782969 20.844193 20.904479 20.963763 21.021985 21.079088 21.135014 21.189711 21.243125 21.295208 21.345912 21.395191 21.443004 21.489309 21.534068 21.577245 21.618805 21.658717 21.696951 21.733478 21.768272 21.801310 21.832568 21.862027 21.889667 21.915472 21.939424 21.961509 21.981716 22.000031 22.016446 22.030950 22.043535 22.054196 22.062926 22.069721 22.074578 22.077493 22.078465 22.077495 22.074581 22.069726 22.062933 22.054204 22.043545 22.030961 22.016459 22.000046 21.981732 21.961527 21.939442 21.915491 21.889689 21.862050 21.832592 21.801334 21.768297 21.733504 21.696978 21.658745 21.618834 21.577274 21.534097 21.489339 21.443034 21.395221 21.345941 21.295237 21.243154 21.189740 21.135043 21.079116 21.022013 20.963789 20.904504 20.844218 20.782993 20.720893 20.657984 20.594334 20.530013 20.465091 20.399640 20.333734 20.267447 20.200854 20.134031 20.067054 20.000000
20.000000 20.080570 20.161047 20.241340 20.321355 20.401003 20.480193 20.558834 20.636840 20.714123 20.790598 20.866182 20.940794 21.014353 21.086783 21.158009 21.227958 21.296561 21.363749 21.429457 21.493624 21.556190 21.617099 21.676295 21.733727 21.789348 21.843110 21.894970 21.944888 21.992824 22.038744 22.082613 22.124401 22.164077 22.201617 22.236995 22.270187 22.301175 22.329937 22.356459 22.380723 22.402716 22.422426 22.439842 22.454955 22.467756 22.478238 22.486397 22.492229 22.495729 22.496896 22.495731 22.492232 22.486403 22.478246 22.467765 22.454966 22.439856 22.422442 22.402733 22.380742 22.356479 22.329960 22.301198 22.270213 22.237021 22.201645 22.164107 22.124431 22.082644 22.038776 21.992857 21.944921 21.895004 21.843145 21.789383 21.733763 21.676330 21.617134 21.556226 21.493660 21.429492 21.363783 21.296594 21.227991 21.158041 21.086814 21.014383 20.940822 20.866209 20.790623 20.714146 20.636861 20.558853 20.480209 20.401017 20.321367 20.241348 20.161053 20.080573 20.000000
20.000000 20.094148 20.188187 20.282010 20.375509 20.468577 20.561110 20.653000 20.744147 20.834448 20.923804 21.012117 21.099292 21.185237 21.269859 21.353074 21.434794 21.514940 21.593430 21.670191 21.745149 21.818235 21.889382 21.958528 22.025612 22.090577 22.153370 22.213940 22.272239 22.328223 22.381851 22.433082 22.481881 22.528214 22.572051 22.613361 22.652120 22.688303 22.721887 22.752854 22.781185 22.806864 22.829876 22.850210 22.867855 22.882800 22.895039 22.904565 22.911372 22.915459 22.916822 22.915461 22.911377 22.904571 22.895048 22.882811 22.867868 22.850226 22.829894 22.806884 22.781207 22.752878 22.721913 22.688330 22.652149 22.613392 22.572083 22.528248 22.481916 22.433118 22.381888 22.328262 22.272278 22.213979 22.153410 22.090618 22.025653 21.958569 21.889424 21.818276 21.745190 21.670232 21.593470 21.514978 21.434832 21.353110 21.269895 21.185271 21.099325 21.012148 20.923833 20.834475 20.744171 20.653022 20.561129 20.468594 20.375522 20.282020 20.188194 20.094151 20.000000
20.000000 20.107795 20.215465 20.322888 20.429938 20.536495 20.642437 20.747643 20.851996 20.955379 21.057678 21.158781 21.258579 21.356966 21.453838 21.549095 21.642639 21.734378 21.824220 21.912080 21.997874 22.081522 22.162948 22.242082 22.318853 22.393197 22.465053 22.534363 22.601073 22.665132 22.726492 22.785109 22.840941 22.893951 22.944102 22.991363 23.035703 23.077095 23.115514 23.150938 23.183345 23.212719 23.239042 23.262301 23.282484 23.299578 23.313577 23.324473 23.332259 23.336934 23.338493 23.336936 23.332265 23.324481 23.313588 23.299591 23.282499 23.262319 23.239063 23.212742 23.183370 23.150965 23.115544 23.077127 23.035736 22.991398 22.944139 22.893989 22.840981 22.785150 22.726535 22.665176 22.601118 22.534409 22.465099 22.393244 22.318900 22.242129 22.162995 22.081568 21.997920 21.912126 21.824266 21.734422 21.642683 21.549137 21.453878 21.357005 21.258616 21.158816 21.057711 20.955409 20.852024 20.747668 20.642459 20.536514 20.429954 20.322899 20.215473 20.107799 20.000000
20.000000 20.121521 20.242902 20.364003 20.484684 20.604807 20.724236 20.842833 20.960466 21.077004 21.192318 21.306281 21.418770 21.529666 21.638851 21.746213 21.851641 21.955031 22.056281 22.155292 22.251972 22.346231 22.437983 22.527148 22.613648 22.697411 22.778368 22.856453 22.931606 23.003770 23.072891 23.138919 23.201809 23.261518 23.318005 23.371235 23.421174 23.467792 23.511060 23.550953 23.587450 23.620528 23.650171 23.676363 23.699090 23.718340 23.734103 23.746372 23.755140 23.760404 23.762159 23.760407 23.755146 23.746381 23.734115 23.718355 23.699107 23.676383 23.650194 23.620554 23.587478 23.550984 23.511093 23.467827 23.421212 23.371275 23.318047 23.261561 23.201854 23.138966 23.072938 23.003819 22.931656 22.856504 22.778419 22.697463 22.613701 22.527201 22.438036 22.346283 22.252024 22.155344 22.056331 21.955081 21.851690 21.746260 21.638896 21.529709 21.418812 21.306320 21.192354 21.077038 20.960497 20.842861 20.724260 20.604828 20.484701 20.364016 20.242911 20.121526 20.000000
