1.8000 1244
1.8100 1180
1.8200 1116
1.8300 1053
1.8400 989
1.8500 926
1.8600 862
1.8700 798
1.8800 734
1.8900 669
1.9000 603
1.9100 535
1.9200 464
1.9300 386
1.9400 309
1.9500 342
1.9600 459
1.9700 550
1.9800 817
1.9900 1619
