20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000 20.000000
20.000000 20.029728 20.059395 20.088942 20.118308 20.147435 20.176266 20.204740 20.232804 20.260403 20.287489 20.314011 20.339914 20.365154 20.389692 20.413482 20.436486 20.458665 20.479987 20.500418 20.519928 20.538490 20.556077 20.572666 20.588236 20.602767 20.616241 20.628644 20.639961 20.650179 20.659287 20.667277 20.674139 20.679868 20.684457 20.687904 20.690203 20.691354 20.691353 20.690203 20.687904 20.684458 20.679869 20.674140 20.667277 20.659288 20.650179 20.639962 20.628645 20.616242 20.602768 20.588237 20.572667 20.556078 20.538491 20.519929 20.500419 20.479988 20.458666 20.436486 20.413482 20.389691 20.365154 20.339912 20.314008 20.287491 20.260406 20.232805 20.204740 20.176262 20.147434 20.118311 20.088942 20.059395 20.029728 20.000000
20.000000 20.059516 20.118911 20.178064 20.236856 20.295169 20.352885 20.409890 20.466071 20.521324 20.575548 20.628637 20.680488 20.731015 20.780132 20.827751 20.873795 20.918190 20.960866 21.001758 21.040806 21.077954 21.113152 21.146351 21.177510 21.206590 21.233555 21.258375 21.281020 21.301468 21.319693 21.335681 21.349412 21.360875 21.370059 21.376955 21.381556 21.383857 21.383856 21.381555 21.376955 21.370059 21.360877 21.349414 21.335681 21.319694 21.301468 21.281021 21.258375 21.233556 21.206591 21.177511 21.146352 21.113153 21.077955 21.040807 21.001758 20.960866 20.918190 20.873795 20.827750 20.780130 20.731014 20.680485 20.628632 20.575548 20.521328 20.466074 20.409887 20.352880 20.295169 20.236859 20.178065 20.118912 20.059517 20.000000
20.000000 20.089426 20.178669 20.267549 20.355885 20.443499 20.530215 20.615859 20.700268 20.783282 20.864744 20.944493 21.022387 21.098289 21.172068 21.243595 21.312755 21.379433 21.443528 21.504942 21.563583 21.619370 21.672225 21.722078 21.768865 21.812528 21.853015 21.890280 21.924279 21.954976 21.982338 22.006338 22.026953 22.044161 22.057948 22.068300 22.075206 22.078661 22.078660 22.075206 22.068300 22.057950 22.044164 22.026955 22.006340 21.982339 21.954976 21.924279 21.890280 21.853017 21.812529 21.768866 21.722079 21.672226 21.619371 21.563584 21.504942 21.443529 21.379433 21.312754 21.243593 21.172065 21.098286 21.022383 20.944488 20.864740 20.783284 20.700269 20.615857 20.530212 20.443499 20.355887 20.267550 20.178670 20.089426 20.000000
20.000000 20.119518 20.238791 20.357578 20.475635 20.592725 20.708611 20.823065 20.935866 21.046797 21.155644 21.262202 21.366278 21.467687 21.566253 21.661808 21.754193 21.843260 21.928872 22.010896 22.089215 22.163716 22.234299 22.300869 22.363343 22.421643 22.475698 22.525449 22.570838 22.611818 22.648345 22.680383 22.707901 22.730871 22.749274 22.763091 22.772309 22.776920 22.776919 22.772308 22.763091 22.749276 22.730874 22.707903 22.680386 22.648347 22.611820 22.570839 22.525450 22.475699 22.421644 22.363344 22.300871 22.234301 22.163718 22.089216 22.010897 21.928872 21.843260 21.754191 21.661805 21.566249 21.467683 21.366273 21.262197 21.155639 21.046793 20.935864 20.823066 20.708610 20.592725 20.475637 20.357579 20.238792 20.119518 20.000000
20.000000 20.149855 20.299402 20.448336 20.596353 20.743152 20.888439 21.031929 21.173339 21.312392 21.448830 21.582393 21.712836 21.839927 21.963450 22.083189 22.198949 22.310545 22.417801 22.520557 22.618664 22.711982 22.800386 22.883758 22.961995 23.035000 23.102687 23.164979 23.221807 23.273112 23.318841 23.358948 23.393395 23.422150 23.445185 23.462480 23.474019 23.479790 23.479789 23.474018 23.462481 23.445187 23.422153 23.393399 23.358952 23.318844 23.273115 23.221809 23.164980 23.102688 23.035002 22.961997 22.883761 22.800388 22.711984 22.618665 22.520558 22.417801 22.310543 22.198947 22.083185 21.963445 21.839923 21.712830 21.582386 21.448823 21.312388 21.173337 21.031929 20.888440 20.743154 20.596355 20.448336 20.299402 20.149855 20.000000
20.000000 20.180499 20.360625 20.540010 20.718285 20.895089 21.070070 21.242876 21.413163 21.580607 21.744891 21.905700 22.062742 22.215740 22.364427 22.508549 22.647870 22.782166 22.911230 23.034867 23.152900 23.265162 23.371503 23.471784 23.565879 23.653675 23.735070 23.809972 23.878299 23.939983 23.994959 24.043175 24.084585 24.119149 24.146838 24.167626 24.181495 24.188431 24.188431 24.181494 24.167627 24.146839 24.119152 24.084588 24.043179 23.994963 23.939987 23.878302 23.809974 23.735072 23.653677 23.565881 23.471787 23.371506 23.265165 23.152902 23.034869 22.911230 22.782165 22.647867 22.508545 22.364422 22.215735 22.062737 21.905690 21.744881 21.580605 21.413162 21.242873 21.070070 20.895093 20.718289 20.540011 20.360625 20.180499 20.000000
20.000000 20.211513 20.422590 20.632791 20.841688 21.048857 21.253877 21.456335 21.655833 21.851986 22.044422 22.232773 22.416696 22.595865 22.769969 22.938712 23.101816 23.259022 23.410087 23.554784 23.692908 23.824265 23.948682 24.065995 24.176063 24.278753 24.373945 24.461538 24.541437 24.613560 24.677838 24.734208 24.782618 24.823024 24.855390 24.879690 24.895901 24.904009 24.904009 24.895900 24.879690 24.855392 24.823026 24.782621 24.734211 24.677842 24.613564 24.541439 24.461540 24.373947 24.278754 24.176064 24.065998 23.948684 23.824267 23.692909 23.554784 23.410085 23.259019 23.101813 22.938708 22.769964 22.595860 22.416686 22.232761 22.044414 21.851984 21.655832 21.456334 21.253876 21.048861 20.841695 20.632795 20.422591 20.211515 20.000000
20.000000 20.242967 20.485427 20.726878 20.966826 21.204776 21.440243 21.672755 21.901851 22.127087 22.348033 22.564270 22.775403 22.981055 23.180873 23.374513 23.561660 23.742017 23.915308 24.081274 24.239681 24.390309 24.532961 24.667453 24.793624 24.911324 25.020421 25.120797 25.212348 25.294984 25.368624 25.433201 25.488655 25.534938 25.572011 25.599842 25.618408 25.627695 25.627695 25.618408 25.599842 25.572012 25.534941 25.488658 25.433205 25.368629 25.294989 25.212353 25.120801 25.020424 24.911326 24.793626 24.667456 24.532964 24.390312 24.239682 24.081275 23.915307 23.742016 23.561658 23.374509 23.180867 22.981047 22.775392 22.564261 22.348026 22.127084 21.901849 21.672753 21.440242 21.204778 20.966832 20.726883 20.485429 20.242967 20.000000
20.000000 20.274923 20.549270 20.822473 21.093962 21.363175 21.629563 21.892589 22.151729 22.406478 22.656350 22.900871 23.139589 23.372083 23.597950 23.816806 24.028294 24.232080 24.427853 24.615325 24.794233 24.964330 25.125399 25.277234 25.419655 25.552499 25.675617 25.788881 25.892177 25.985404 26.068476 26.141317 26.203863 26.256063 26.297873 26.329259 26.350196 26.360669 26.360669 26.350196 26.329260 26.297874 26.256066 26.203867 26.141321 26.068480 25.985409 25.892182 25.788885 25.675620 25.552501 25.419658 25.277237 25.125401 24.964332 24.794233 24.615326 24.427852 24.232078 24.028292 23.816802 23.597941 23.372075 23.139582 22.900861 22.656344 22.406476 22.151728 21.892588 21.629563 21.363177 21.093967 20.822478 20.549275 20.274926 20.000000
